               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 124,            0.026488,            0.019587,                   0,              0.9919,              0.9794,             0.99331,             0.77688,             0.01948,           0.0085296,                   0,           0.0051292,           0.0051292,           0.0051292
                 125,            0.026698,            0.020768,                   0,             0.99321,             0.97451,             0.99374,             0.79972,            0.018588,           0.0084335,                   0,           0.0050896,           0.0050896,           0.0050896
                 126,             0.02713,            0.021156,                   0,             0.98878,             0.97801,             0.99379,             0.79547,            0.018665,           0.0082557,                   0,             0.00505,             0.00505,             0.00505
                 127,            0.026524,            0.021638,                   0,             0.98891,             0.97602,             0.99271,             0.76282,            0.020368,           0.0085418,                   0,           0.0050104,           0.0050104,           0.0050104
                 128,            0.026899,            0.019962,                   0,             0.99251,              0.9713,             0.99387,             0.79789,            0.018205,           0.0081316,                   0,           0.0049708,           0.0049708,           0.0049708
                 129,            0.026822,            0.019532,                   0,             0.98855,             0.97779,             0.99308,             0.80053,            0.018054,           0.0082636,                   0,           0.0049312,           0.0049312,           0.0049312
                 130,            0.027214,            0.020438,                   0,             0.98956,             0.97468,             0.99204,             0.80608,            0.018039,           0.0082929,                   0,           0.0048916,           0.0048916,           0.0048916
                 131,            0.024851,            0.018917,                   0,             0.99088,             0.97801,             0.99314,             0.80899,            0.017652,           0.0079457,                   0,            0.004852,            0.004852,            0.004852
                 132,            0.026634,            0.020042,                   0,             0.98657,             0.97902,             0.99216,             0.78831,            0.019206,           0.0084849,                   0,           0.0048124,           0.0048124,           0.0048124
                 133,            0.025178,            0.019508,                   0,             0.98112,             0.97135,             0.99198,             0.72891,            0.022347,           0.0090298,                   0,           0.0047728,           0.0047728,           0.0047728
                 134,            0.025009,            0.019401,                   0,             0.98658,              0.9794,             0.99382,             0.81108,            0.017973,           0.0080558,                   0,           0.0047332,           0.0047332,           0.0047332
                 135,            0.026217,            0.020318,                   0,             0.99458,             0.97799,             0.99412,              0.8165,            0.017709,           0.0079144,                   0,           0.0046936,           0.0046936,           0.0046936
                 136,            0.024803,            0.020435,                   0,             0.99312,             0.97602,              0.9936,             0.81056,            0.017692,           0.0081525,                   0,            0.004654,            0.004654,            0.004654
                 137,            0.026588,            0.019338,                   0,             0.99388,             0.97935,             0.99398,             0.79019,             0.01872,           0.0081953,                   0,           0.0046144,           0.0046144,           0.0046144
                 138,            0.025611,            0.019594,                   0,             0.99125,               0.981,             0.99408,             0.81349,            0.017747,           0.0080113,                   0,           0.0045748,           0.0045748,           0.0045748
                 139,            0.024758,            0.018994,                   0,             0.99191,             0.98057,             0.99413,             0.81538,             0.01768,           0.0080378,                   0,           0.0045352,           0.0045352,           0.0045352
                 140,            0.025797,            0.018977,                   0,             0.99325,             0.98101,             0.99353,             0.80685,            0.017912,           0.0080617,                   0,           0.0044956,           0.0044956,           0.0044956
                 141,            0.025578,            0.019401,                   0,             0.99124,             0.97967,             0.99331,             0.82401,            0.017284,           0.0079028,                   0,            0.004456,            0.004456,            0.004456
                 142,            0.025709,            0.020225,                   0,             0.99124,             0.97983,             0.99364,             0.81538,             0.01766,           0.0079251,                   0,           0.0044164,           0.0044164,           0.0044164
                 143,             0.02463,            0.018501,                   0,             0.99272,             0.97801,              0.9941,             0.81034,            0.018077,           0.0079858,                   0,           0.0043768,           0.0043768,           0.0043768
                 144,            0.024821,              0.0184,                   0,             0.99324,              0.9789,             0.99442,             0.82144,            0.017547,           0.0079264,                   0,           0.0043372,           0.0043372,           0.0043372
                 145,             0.02536,            0.017915,                   0,             0.99123,             0.97936,             0.99361,             0.81653,            0.017974,           0.0079024,                   0,           0.0042976,           0.0042976,           0.0042976
                 146,            0.025447,            0.020081,                   0,             0.99123,             0.97848,             0.99413,             0.81803,            0.017733,           0.0078255,                   0,            0.004258,            0.004258,            0.004258
                 147,            0.026184,            0.019148,                   0,             0.98401,             0.98401,             0.99417,             0.81118,            0.017706,           0.0079121,                   0,           0.0042184,           0.0042184,           0.0042184
                 148,            0.025346,            0.018353,                   0,             0.99053,             0.97535,             0.99359,             0.81309,            0.017414,           0.0078482,                   0,           0.0041788,           0.0041788,           0.0041788
                 149,            0.026094,            0.019361,                   0,             0.99158,             0.97735,             0.99405,             0.81873,            0.017836,           0.0077727,                   0,           0.0041392,           0.0041392,           0.0041392
                 150,            0.025512,            0.019026,                   0,             0.99068,             0.97935,             0.99365,             0.82943,            0.017081,           0.0077921,                   0,           0.0040996,           0.0040996,           0.0040996
                 151,            0.025578,            0.020052,                   0,             0.98856,             0.97869,             0.99354,             0.80967,            0.017796,           0.0081151,                   0,             0.00406,             0.00406,             0.00406
                 152,            0.025302,            0.018637,                   0,             0.99255,              0.9759,             0.99387,             0.80266,            0.018067,           0.0080547,                   0,           0.0040204,           0.0040204,           0.0040204
                 153,            0.023881,            0.017829,                   0,             0.99122,             0.97807,             0.99408,             0.83229,            0.016458,            0.007691,                   0,           0.0039808,           0.0039808,           0.0039808
                 154,            0.024112,            0.018305,                   0,             0.98853,             0.97639,             0.99372,             0.80997,            0.017247,           0.0079237,                   0,           0.0039412,           0.0039412,           0.0039412
                 155,            0.026384,            0.021219,                   0,             0.99322,             0.97616,             0.99312,             0.82842,            0.016366,           0.0077428,                   0,           0.0039016,           0.0039016,           0.0039016
                 156,            0.024141,            0.018166,                   0,             0.99232,             0.97735,             0.99354,             0.80922,            0.018064,           0.0078622,                   0,            0.003862,            0.003862,            0.003862
                 157,             0.02451,            0.018846,                   0,             0.99384,             0.97735,             0.99409,              0.8332,            0.016479,           0.0076915,                   0,           0.0038224,           0.0038224,           0.0038224
                 158,            0.024582,            0.019357,                   0,             0.99058,             0.98045,             0.99426,             0.83102,            0.016691,           0.0075797,                   0,           0.0037828,           0.0037828,           0.0037828
                 159,            0.024237,            0.018924,                   0,             0.99129,              0.9856,             0.99443,             0.82593,            0.017605,           0.0078192,                   0,           0.0037432,           0.0037432,           0.0037432
                 160,            0.024067,            0.017448,                   0,             0.98928,             0.98361,              0.9943,             0.81125,            0.018654,           0.0079142,                   0,           0.0037036,           0.0037036,           0.0037036
                 161,            0.025469,            0.019521,                   0,             0.99131,             0.98401,             0.99422,             0.83006,            0.016656,           0.0075996,                   0,            0.003664,            0.003664,            0.003664
                 162,            0.024392,            0.018851,                   0,             0.99327,             0.98313,             0.99451,             0.83368,            0.016414,           0.0075739,                   0,           0.0036244,           0.0036244,           0.0036244
                 163,            0.024706,            0.020006,                   0,             0.99326,             0.98224,             0.99458,             0.83587,            0.016153,           0.0073534,                   0,           0.0035848,           0.0035848,           0.0035848
                 164,            0.023088,            0.018536,                   0,             0.99401,             0.98401,             0.99451,              0.8356,            0.016359,           0.0073775,                   0,           0.0035452,           0.0035452,           0.0035452
                 165,            0.023268,            0.019096,                   0,             0.99393,             0.98133,             0.99399,             0.83979,            0.015897,           0.0073371,                   0,           0.0035056,           0.0035056,           0.0035056
                 166,            0.023807,             0.01749,                   0,             0.99327,             0.98283,             0.99441,             0.82575,            0.016572,           0.0074581,                   0,            0.003466,            0.003466,            0.003466
                 167,            0.024477,            0.017772,                   0,              0.9921,             0.98401,             0.99431,             0.82397,            0.017324,           0.0076052,                   0,           0.0034264,           0.0034264,           0.0034264
                 168,            0.023398,            0.019227,                   0,             0.99527,             0.98109,             0.99386,             0.83605,             0.01676,           0.0074253,                   0,           0.0033868,           0.0033868,           0.0033868
                 169,            0.023823,            0.018633,                   0,             0.99615,             0.98001,              0.9938,             0.84265,            0.016186,           0.0072924,                   0,           0.0033472,           0.0033472,           0.0033472
                 170,            0.023681,             0.01947,                   0,             0.99603,             0.98001,             0.99431,             0.84432,            0.016131,           0.0074122,                   0,           0.0033076,           0.0033076,           0.0033076
                 171,               0.024,            0.019985,                   0,             0.99374,             0.98135,             0.99438,             0.83216,            0.016484,           0.0073993,                   0,            0.003268,            0.003268,            0.003268
                 172,            0.023682,            0.017854,                   0,             0.99391,             0.97897,             0.99414,             0.82476,            0.016616,           0.0074489,                   0,           0.0032284,           0.0032284,           0.0032284
                 173,            0.023928,            0.017586,                   0,             0.99409,             0.98068,              0.9943,             0.84587,            0.015915,           0.0073873,                   0,           0.0031888,           0.0031888,           0.0031888
                 174,             0.02396,            0.019535,                   0,             0.99526,             0.97977,             0.99396,             0.85053,            0.015734,           0.0073124,                   0,           0.0031492,           0.0031492,           0.0031492
                 175,            0.024771,            0.020702,                   0,             0.99079,             0.98268,              0.9942,              0.8514,             0.01588,           0.0071987,                   0,           0.0031096,           0.0031096,           0.0031096
                 176,             0.02418,            0.019698,                   0,             0.99592,             0.97588,              0.9938,             0.83438,            0.016682,           0.0074274,                   0,             0.00307,             0.00307,             0.00307
                 177,            0.023946,            0.019152,                   0,             0.99557,             0.97735,             0.99415,             0.83551,             0.01646,           0.0072916,                   0,           0.0030304,           0.0030304,           0.0030304
                 178,             0.02269,             0.01918,                   0,             0.99393,             0.98155,             0.99458,             0.83805,            0.016696,           0.0072605,                   0,           0.0029908,           0.0029908,           0.0029908
                 179,            0.023791,            0.016556,                   0,             0.99602,             0.97935,             0.99459,             0.84559,            0.016309,           0.0072616,                   0,           0.0029512,           0.0029512,           0.0029512
                 180,            0.023732,            0.017869,                   0,             0.99435,             0.98334,              0.9946,             0.84224,            0.016691,           0.0073874,                   0,           0.0029116,           0.0029116,           0.0029116
                 181,            0.023213,            0.017814,                   0,             0.99149,             0.98534,             0.99469,             0.84777,            0.015624,           0.0072801,                   0,            0.002872,            0.002872,            0.002872
                 182,            0.023174,            0.016337,                   0,             0.99394,             0.98297,             0.99461,             0.84621,            0.015952,           0.0072484,                   0,           0.0028324,           0.0028324,           0.0028324
                 183,            0.023286,            0.018363,                   0,             0.99527,             0.98177,             0.99431,               0.843,            0.016193,           0.0073056,                   0,           0.0027928,           0.0027928,           0.0027928
                 184,            0.022203,            0.017254,                   0,             0.99482,             0.98001,             0.99456,             0.84437,            0.016288,           0.0072551,                   0,           0.0027532,           0.0027532,           0.0027532
                 185,            0.022185,            0.016469,                   0,              0.9906,             0.98246,             0.99458,             0.83016,            0.016604,           0.0074031,                   0,           0.0027136,           0.0027136,           0.0027136
                 186,            0.023565,            0.018951,                   0,             0.99258,             0.98075,             0.99447,              0.8384,            0.016364,           0.0072505,                   0,            0.002674,            0.002674,            0.002674
                 187,            0.023863,            0.018466,                   0,             0.99218,             0.98334,             0.99444,             0.84474,            0.016062,           0.0071108,                   0,           0.0026344,           0.0026344,           0.0026344
                 188,            0.022727,            0.018112,                   0,             0.99393,             0.98136,             0.99465,             0.85372,            0.015611,            0.006984,                   0,           0.0025948,           0.0025948,           0.0025948
                 189,            0.022461,              0.0171,                   0,             0.99567,             0.98268,             0.99474,             0.85788,            0.015564,           0.0070255,                   0,           0.0025552,           0.0025552,           0.0025552
                 190,            0.023164,            0.016946,                   0,             0.99387,             0.98268,             0.99452,             0.84536,            0.016364,           0.0070867,                   0,           0.0025156,           0.0025156,           0.0025156
                 191,            0.023296,            0.017783,                   0,             0.99394,             0.98423,             0.99473,             0.85166,            0.015764,           0.0070892,                   0,            0.002476,            0.002476,            0.002476
                 192,            0.022413,            0.017976,                   0,             0.99119,             0.98668,             0.99472,              0.8489,            0.015579,           0.0070714,                   0,           0.0024364,           0.0024364,           0.0024364
                 193,            0.022345,            0.016702,                   0,             0.99328,             0.98416,              0.9946,             0.85163,            0.015469,           0.0070997,                   0,           0.0023968,           0.0023968,           0.0023968
                 194,            0.023407,            0.017537,                   0,             0.99393,             0.98468,             0.99473,             0.84931,            0.015553,           0.0071116,                   0,           0.0023572,           0.0023572,           0.0023572
                 195,            0.022009,            0.016806,                   0,             0.99246,             0.98201,             0.99457,             0.85149,            0.015682,           0.0070537,                   0,           0.0023176,           0.0023176,           0.0023176
                 196,            0.022275,            0.018168,                   0,             0.99229,             0.98268,             0.99436,             0.86049,            0.015265,           0.0069421,                   0,            0.002278,            0.002278,            0.002278
                 197,            0.022074,            0.017377,                   0,             0.99044,             0.98801,             0.99474,             0.85472,            0.015859,           0.0069555,                   0,           0.0022384,           0.0022384,           0.0022384
                 198,             0.02323,            0.017368,                   0,             0.99595,             0.98374,             0.99471,              0.8538,            0.015694,           0.0070097,                   0,           0.0021988,           0.0021988,           0.0021988
                 199,            0.021946,             0.01662,                   0,             0.99461,             0.98262,             0.99452,             0.83979,            0.016366,           0.0070172,                   0,           0.0021592,           0.0021592,           0.0021592
                 200,            0.022221,            0.016104,                   0,             0.99213,             0.98135,             0.99434,             0.83759,            0.016241,           0.0069822,                   0,           0.0021196,           0.0021196,           0.0021196
                 201,            0.022715,            0.017184,                   0,             0.99191,             0.98079,             0.99441,             0.83442,            0.016695,           0.0070435,                   0,             0.00208,             0.00208,             0.00208
                 202,            0.022154,            0.017182,                   0,             0.99228,             0.98068,             0.99415,             0.83245,            0.016425,           0.0070452,                   0,           0.0020404,           0.0020404,           0.0020404
                 203,            0.022645,             0.01794,                   0,             0.99357,             0.98135,             0.99454,             0.84692,            0.015674,           0.0069577,                   0,           0.0020008,           0.0020008,           0.0020008
                 204,            0.022291,            0.018166,                   0,             0.98899,             0.98468,             0.99442,              0.8454,            0.015765,           0.0071242,                   0,           0.0019612,           0.0019612,           0.0019612
                 205,            0.022056,            0.016987,                   0,             0.98993,             0.98244,             0.99446,             0.85297,            0.015347,           0.0069793,                   0,           0.0019216,           0.0019216,           0.0019216
                 206,            0.021409,            0.017981,                   0,             0.99181,             0.98068,             0.99434,              0.8571,            0.015422,           0.0069054,                   0,            0.001882,            0.001882,            0.001882
                 207,            0.022483,            0.016609,                   0,             0.99379,             0.97935,             0.99444,             0.86209,            0.015038,            0.006829,                   0,           0.0018424,           0.0018424,           0.0018424
                 208,            0.021995,            0.017694,                   0,             0.98863,             0.98485,             0.99445,              0.8597,            0.015473,           0.0067888,                   0,           0.0018028,           0.0018028,           0.0018028
                 209,            0.022191,            0.018604,                   0,             0.99461,             0.98314,             0.99449,              0.8622,            0.014937,           0.0067749,                   0,           0.0017632,           0.0017632,           0.0017632
                 210,            0.020982,            0.016561,                   0,             0.99327,              0.9831,              0.9942,             0.86045,            0.015131,           0.0067401,                   0,           0.0017236,           0.0017236,           0.0017236
                 211,            0.021035,            0.016266,                   0,             0.99261,             0.98439,             0.99409,             0.85671,            0.015333,           0.0068759,                   0,            0.001684,            0.001684,            0.001684
                 212,             0.02144,            0.016732,                   0,             0.99528,             0.98348,              0.9946,             0.83927,            0.016447,           0.0070799,                   0,           0.0016444,           0.0016444,           0.0016444
                 213,              0.0233,            0.018391,                   0,             0.99461,             0.98392,             0.99457,             0.85693,            0.015344,           0.0068383,                   0,           0.0016048,           0.0016048,           0.0016048
                 214,            0.022333,            0.017911,                   0,             0.99296,             0.98601,             0.99469,             0.86986,            0.014636,           0.0066838,                   0,           0.0015652,           0.0015652,           0.0015652
                 215,            0.021396,            0.017104,                   0,             0.99395,             0.98526,             0.99466,             0.87069,            0.014621,           0.0066222,                   0,           0.0015256,           0.0015256,           0.0015256
                 216,            0.022867,            0.016327,                   0,             0.99485,             0.98334,             0.99445,             0.86796,            0.014957,           0.0066736,                   0,            0.001486,            0.001486,            0.001486
                 217,             0.02221,            0.017981,                   0,             0.99439,             0.98468,             0.99448,             0.86336,            0.015177,           0.0068123,                   0,           0.0014464,           0.0014464,           0.0014464
                 218,             0.02072,            0.015813,                   0,             0.99462,             0.98501,             0.99447,             0.87225,            0.014397,            0.006625,                   0,           0.0014068,           0.0014068,           0.0014068
                 219,            0.022825,            0.018613,                   0,             0.99533,             0.98334,             0.99452,              0.8664,             0.01442,           0.0066237,                   0,           0.0013672,           0.0013672,           0.0013672
                 220,            0.021633,             0.01671,                   0,             0.99554,             0.98334,             0.99469,             0.86574,            0.014735,           0.0066448,                   0,           0.0013276,           0.0013276,           0.0013276
                 221,            0.022262,            0.017531,                   0,             0.99797,              0.9819,             0.99451,             0.85798,            0.015352,           0.0067182,                   0,            0.001288,            0.001288,            0.001288
                 222,            0.021341,            0.017822,                   0,             0.99651,             0.98201,             0.99466,             0.85829,            0.015318,           0.0066239,                   0,           0.0012484,           0.0012484,           0.0012484
                 223,            0.020902,            0.016305,                   0,              0.9946,             0.98207,             0.99451,             0.87132,            0.014707,           0.0065721,                   0,           0.0012088,           0.0012088,           0.0012088
                 224,            0.021439,            0.015769,                   0,             0.99461,             0.98288,             0.99449,             0.86537,             0.01503,            0.006626,                   0,           0.0011692,           0.0011692,           0.0011692
                 225,            0.021322,            0.016606,                   0,             0.99327,             0.98534,             0.99475,             0.87049,            0.014635,           0.0065917,                   0,           0.0011296,           0.0011296,           0.0011296
                 226,            0.021509,            0.015956,                   0,             0.99485,             0.98601,             0.99472,             0.87359,            0.014406,           0.0064696,                   0,             0.00109,             0.00109,             0.00109
                 227,             0.02247,            0.017261,                   0,              0.9946,             0.98257,              0.9942,              0.8823,            0.013875,           0.0064047,                   0,           0.0010504,           0.0010504,           0.0010504
                 228,            0.021374,            0.016459,                   0,             0.99461,             0.98276,             0.99463,             0.87643,            0.014465,           0.0065088,                   0,           0.0010108,           0.0010108,           0.0010108
                 229,            0.021082,            0.016427,                   0,              0.9973,             0.98296,             0.99435,             0.87141,            0.014482,           0.0065147,                   0,           0.0009712,           0.0009712,           0.0009712
                 230,            0.021544,            0.015965,                   0,              0.9946,             0.98157,             0.99456,             0.87382,            0.014465,           0.0064459,                   0,           0.0009316,           0.0009316,           0.0009316
                 231,            0.021585,            0.016082,                   0,             0.99535,             0.98201,             0.99428,             0.87443,            0.014497,           0.0064739,                   0,            0.000892,            0.000892,            0.000892
                 232,            0.021533,            0.016095,                   0,             0.99713,             0.98001,              0.9944,             0.86979,            0.014576,           0.0064878,                   0,           0.0008524,           0.0008524,           0.0008524
                 233,            0.021443,            0.016889,                   0,             0.99665,             0.98068,             0.99443,             0.86658,             0.01477,            0.006487,                   0,           0.0008128,           0.0008128,           0.0008128
                 234,            0.020993,            0.016537,                   0,             0.99744,             0.98001,              0.9939,             0.87138,            0.014349,           0.0064437,                   0,           0.0007732,           0.0007732,           0.0007732
                 235,            0.021275,            0.015385,                   0,             0.99527,             0.98229,             0.99459,             0.87132,            0.014486,           0.0064116,                   0,           0.0007336,           0.0007336,           0.0007336
                 236,            0.020184,            0.016446,                   0,             0.99411,             0.98601,              0.9942,             0.86689,            0.014769,           0.0064463,                   0,            0.000694,            0.000694,            0.000694
                 237,            0.021084,            0.015498,                   0,             0.99438,             0.98334,             0.99403,              0.8671,            0.014873,           0.0064047,                   0,           0.0006544,           0.0006544,           0.0006544
                 238,            0.021025,            0.017002,                   0,             0.99661,             0.98063,             0.99395,             0.87393,            0.014456,           0.0063707,                   0,           0.0006148,           0.0006148,           0.0006148
                 239,            0.020074,            0.015321,                   0,             0.99661,             0.97871,             0.99419,             0.87107,            0.014438,           0.0064351,                   0,           0.0005752,           0.0005752,           0.0005752
                 240,            0.020932,            0.017781,                   0,             0.99465,             0.98201,              0.9945,              0.8716,              0.0144,           0.0064376,                   0,           0.0005356,           0.0005356,           0.0005356
                 241,            0.020399,            0.016335,                   0,             0.99729,             0.98026,             0.99459,               0.866,            0.014789,            0.006438,                   0,            0.000496,            0.000496,            0.000496
                 242,            0.021845,             0.01733,                   0,             0.99554,             0.98268,             0.99455,              0.8667,             0.01448,           0.0063899,                   0,           0.0004564,           0.0004564,           0.0004564
                 243,            0.021226,            0.016628,                   0,             0.99447,             0.98468,             0.99441,             0.86896,            0.014462,           0.0063945,                   0,           0.0004168,           0.0004168,           0.0004168
                 244,            0.020725,            0.017164,                   0,             0.99446,             0.98468,             0.99463,             0.86961,            0.014407,           0.0063672,                   0,           0.0003772,           0.0003772,           0.0003772
                 245,            0.020335,            0.016432,                   0,             0.99511,             0.98334,             0.99445,             0.87235,            0.014373,           0.0063489,                   0,           0.0003376,           0.0003376,           0.0003376
                 246,            0.020866,            0.016943,                   0,             0.99564,             0.98201,             0.99463,              0.8711,            0.014471,           0.0063336,                   0,            0.000298,            0.000298,            0.000298
                 247,            0.021613,            0.015374,                   0,              0.9958,             0.98268,             0.99463,             0.87357,             0.01433,           0.0063165,                   0,           0.0002584,           0.0002584,           0.0002584
                 248,            0.021117,             0.01596,                   0,             0.99543,             0.98334,             0.99471,             0.87749,            0.014122,           0.0062954,                   0,           0.0002188,           0.0002188,           0.0002188
                 249,            0.020292,            0.016295,                   0,             0.99582,             0.98268,             0.99465,             0.87555,            0.014269,           0.0063138,                   0,           0.0001792,           0.0001792,           0.0001792
